연월,행정구,업종대분류,평균이용금액(만원),평균이용건수
202403,중구,여행/숙박업,466,253
202403,중구,운송업,133,24
202403,중구,음식/주점,2445,776
202403,중구,음식료품,471,203
202403,중구,의료휄니스업,1561,255
202403,해운대구,비관광,2321,75
202403,해운대구,쇼핑업,11947,2674
202403,해운대구,여가서비스업,6750,1295
202403,해운대구,여행/숙박업,2231,700
202403,해운대구,운송업,1247,187
202403,해운대구,음식/주점,11505,3734
202403,해운대구,음식료품,2533,1074
202403,해운대구,의료휄니스업,9117,1201
202404,강서구,비관광,2400,88
202404,강서구,쇼핑업,8252,2132
202404,강서구,여가서비스업,6809,1011
202404,강서구,여행/숙박업,1370,342
202404,강서구,운송업,1701,140
202404,강서구,음식/주점,8724,2942
202404,강서구,음식료품,2131,930
202404,강서구,의료휄니스업,6030,912
202404,금정구,비관광,994,35
202404,금정구,쇼핑업,5713,1688
202404,금정구,여가서비스업,4327,924
202404,금정구,여행/숙박업,1096,410
202404,금정구,운송업,730,94
202404,금정구,음식/주점,7092,2522
202404,금정구,음식료품,1711,806
202404,금정구,의료휄니스업,4901,856
202404,기장군,비관광,3492,131
202404,기장군,쇼핑업,14994,3902
202404,기장군,여가서비스업,11624,1924
202404,기장군,여행/숙박업,2074,656
202404,기장군,운송업,2306,344
202404,기장군,음식/주점,15811,5261
202404,기장군,음식료품,3685,1443
202404,기장군,의료휄니스업,10355,1803
202404,남구,비관광,1250,53
202404,남구,쇼핑업,7515,2062
202404,남구,여가서비스업,5533,1098
202404,남구,여행/숙박업,1589,576
202404,남구,운송업,997,137
202404,남구,음식/주점,8417,2928
202404,남구,음식료품,1976,883
202404,남구,의료휄니스업,6775,997
202404,동구,비관광,350,13
202404,동구,쇼핑업,3047,906
202404,동구,여가서비스업,2254,498
202404,동구,여행/숙박업,698,317
202404,동구,운송업,274,55
202404,동구,음식/주점,3786,1275
202404,동구,음식료품,824,353
202404,동구,의료휄니스업,2819,452
202404,동래구,비관광,2283,83
202404,동래구,쇼핑업,10032,2713
202404,동래구,여가서비스업,7012,1484
202404,동래구,여행/숙박업,1822,703
202404,동래구,운송업,1161,164
202404,동래구,음식/주점,11717,4035
202404,동래구,음식료품,2806,1330
202404,동래구,의료휄니스업,8795,1391
202404,부산진구,비관광,1234,46
202404,부산진구,쇼핑업,8158,2423
202404,부산진구,여가서비스업,5923,1334
202404,부산진구,여행/숙박업,1673,745
202404,부산진구,운송업,851,140
202404,부산진구,음식/주점,9896,3424
202404,부산진구,음식료품,2215,1061
202404,부산진구,의료휄니스업,7217,1174
202404,북구,비관광,1631,62
202404,북구,쇼핑업,8676,2521
202404,북구,여가서비스업,7198,1494
202404,북구,여행/숙박업,1535,656
202404,북구,운송업,1232,166
202404,북구,음식/주점,10618,3632
202404,북구,음식료품,2853,1394
202404,북구,의료휄니스업,7781,1288
202404,사상구,비관광,1001,38
202404,사상구,쇼핑업,6982,2232
202404,사상구,여가서비스업,5996,1226
202404,사상구,여행/숙박업,1312,670
202404,사상구,운송업,1097,134
202404,사상구,음식/주점,8950,2959
202404,사상구,음식료품,2170,963
202404,사상구,의료휄니스업,6252,1134
202404,사하구,비관광,1283,48
202404,사하구,쇼핑업,7780,2415
202404,사하구,여가서비스업,6114,1277
202404,사하구,여행/숙박업,1474,714
202404,사하구,운송업,1137,136
202404,사하구,음식/주점,9644,3240
202404,사하구,음식료품,2304,1005
202404,사하구,의료휄니스업,6981,1258
202404,서구,비관광,539,17
202404,서구,쇼핑업,3342,945
202404,서구,여가서비스업,2413,526
202404,서구,여행/숙박업,779,380
202404,서구,운송업,254,50
202404,서구,음식/주점,4187,1367
202404,서구,음식료품,923,366
202404,서구,의료휄니스업,3279,509
202404,수영구,비관광,1294,46
202404,수영구,쇼핑업,8882,2428
202404,수영구,여가서비스업,6077,1228
202404,수영구,여행/숙박업,1799,643
202404,수영구,운송업,824,134
202404,수영구,음식/주점,10093,3520
202404,수영구,음식료품,2350,1062
202404,수영구,의료휄니스업,7732,1140
202404,연제구,비관광,1578,58
202404,연제구,쇼핑업,8278,2339
202404,연제구,여가서비스업,5823,1265
202404,연제구,여행/숙박업,1570,617
202404,연제구,운송업,958,140
202404,연제구,음식/주점,9901,3502
202404,연제구,음식료품,2429,1134
202404,연제구,의료휄니스업,7102,1169
202404,영도구,비관광,493,18
202404,영도구,쇼핑업,3682,1114
202404,영도구,여가서비스업,3007,611
202404,영도구,여행/숙박업,858,474
202404,영도구,운송업,484,70
202404,영도구,음식/주점,4966,1523
202404,영도구,음식료품,1007,415
202404,영도구,의료휄니스업,3879,661
202404,중구,비관광,165,7
202404,중구,쇼핑업,1794,586
202404,중구,여가서비스업,1329,286
202404,중구,여행/숙박업,484,257
202404,중구,운송업,146,26
202404,중구,음식/주점,2454,821
202404,중구,음식료품,482,213
202404,중구,의료휄니스업,1593,273
202404,해운대구,비관광,2014,69
202404,해운대구,쇼핑업,11789,2723
202404,해운대구,여가서비스업,7685,1367
202404,해운대구,여행/숙박업,2286,709
202404,해운대구,운송업,1757,186
202404,해운대구,음식/주점,11360,3871
202404,해운대구,음식료품,2562,1126
202404,해운대구,의료휄니스업,9791,1282
202405,강서구,비관광,2467,84
202405,강서구,쇼핑업,8221,2155
202405,강서구,여가서비스업,6723,1013
202405,강서구,여행/숙박업,1307,345
202405,강서구,운송업,1419,149
202405,강서구,음식/주점,9188,3023
202405,강서구,음식료품,2200,943
202405,강서구,의료휄니스업,5767,883
202405,금정구,비관광,1071,37
202405,금정구,쇼핑업,5735,1715
202405,금정구,여가서비스업,4451,912
202405,금정구,여행/숙박업,1101,406
202405,금정구,운송업,708,98
202405,금정구,음식/주점,7379,2552
202405,금정구,음식료품,1790,826
202405,금정구,의료휄니스업,4743,824
202405,기장군,비관광,3601,128
202405,기장군,쇼핑업,14976,3966
202405,기장군,여가서비스업,11162,1918
202405,기장군,여행/숙박업,2044,658
202405,기장군,운송업,1882,351
202405,기장군,음식/주점,16590,5337
202405,기장군,음식료품,3923,1501
202405,기장군,의료휄니스업,9982,1703
202405,남구,비관광,1281,51
202405,남구,쇼핑업,7565,2089
202405,남구,여가서비스업,5380,1091
202405,남구,여행/숙박업,1614,570
202405,남구,운송업,902,142
202405,남구,음식/주점,8865,2972
202405,남구,음식료품,2087,920
202405,남구,의료휄니스업,6714,961
202405,동구,비관광,341,13
202405,동구,쇼핑업,3066,918
202405,동구,여가서비스업,2244,497
202405,동구,여행/숙박업,660,324
202405,동구,운송업,370,56
202405,동구,음식/주점,3909,1293
202405,동구,음식료품,860,364
202405,동구,의료휄니스업,2687,439
202405,동래구,비관광,2399,87
202405,동래구,쇼핑업,10009,2763
202405,동래구,여가서비스업,6937,1471
202405,동래구,여행/숙박업,1860,700
202405,동래구,운송업,1006,170
202405,동래구,음식/주점,12192,4104
202405,동래구,음식료품,2963,1363
202405,동래구,의료휄니스업,9151,1341
202405,부산진구,비관광,1272,49
202405,부산진구,쇼핑업,8127,2457
202405,부산진구,여가서비스업,5745,1331
202405,부산진구,여행/숙박업,1655,746
202405,부산진구,운송업,858,144
202405,부산진구,음식/주점,10413,3499
202405,부산진구,음식료품,2342,1091
202405,부산진구,의료휄니스업,6873,1129
202405,북구,비관광,1621,60
202405,북구,쇼핑업,8636,2545
202405,북구,여가서비스업,7874,1476
202405,북구,여행/숙박업,1557,664
202405,북구,운송업,1239,167
202405,북구,음식/주점,11130,3680
202405,북구,음식료품,2932,1417
202405,북구,의료휄니스업,7479,1241
202405,사상구,비관광,976,37
202405,사상구,쇼핑업,7022,2264
202405,사상구,여가서비스업,5714,1223
202405,사상구,여행/숙박업,1308,674
202405,사상구,운송업,1179,138
202405,사상구,음식/주점,9472,3028
202405,사상구,음식료품,2334,1011
202405,사상구,의료휄니스업,6294,1094
202405,사하구,비관광,1322,46
202405,사하구,쇼핑업,7825,2449
202405,사하구,여가서비스업,5911,1270
202405,사하구,여행/숙박업,1485,718
202405,사하구,운송업,1096,143
202405,사하구,음식/주점,10147,3317
202405,사하구,음식료품,2455,1035
202405,사하구,의료휄니스업,6995,1232
202405,서구,비관광,533,16
202405,서구,쇼핑업,3279,953
202405,서구,여가서비스업,2314,523
202405,서구,여행/숙박업,800,382
202405,서구,운송업,319,51
202405,서구,음식/주점,4330,1392
202405,서구,음식료품,947,378
202405,서구,의료휄니스업,3172,500
202405,수영구,비관광,1373,49
202405,수영구,쇼핑업,9105,2466
202405,수영구,여가서비스업,5725,1214
202405,수영구,여행/숙박업,1748,633
202405,수영구,운송업,1056,138
202405,수영구,음식/주점,10426,3557
202405,수영구,음식료품,2441,1086
202405,수영구,의료휄니스업,7249,1102
202405,연제구,비관광,1682,61
202405,연제구,쇼핑업,8215,2374
202405,연제구,여가서비스업,5684,1266
202405,연제구,여행/숙박업,1551,613
202405,연제구,운송업,848,146
202405,연제구,음식/주점,10444,3558
202405,연제구,음식료품,2563,1151
202405,연제구,의료휄니스업,6726,1126
202405,영도구,비관광,502,17
202405,영도구,쇼핑업,3706,1130
202405,영도구,여가서비스업,2951,609
202405,영도구,여행/숙박업,874,484
202405,영도구,운송업,326,72
202405,영도구,음식/주점,5252,1579
202405,영도구,음식료품,1120,433
202405,영도구,의료휄니스업,3857,652
202405,중구,비관광,161,6
202405,중구,쇼핑업,1785,601
202405,중구,여가서비스업,1278,286
202405,중구,여행/숙박업,535,263
202405,중구,운송업,190,27
202405,중구,음식/주점,2504,837
202405,중구,음식료품,515,218
202405,중구,의료휄니스업,1576,267
202405,해운대구,비관광,2245,72
202405,해운대구,쇼핑업,11773,2762
202405,해운대구,여가서비스업,7347,1364
202405,해운대구,여행/숙박업,2319,703
202405,해운대구,운송업,1285,197
202405,해운대구,음식/주점,11984,3949
202405,해운대구,음식료품,2684,1151
202405,해운대구,의료휄니스업,9299,1238
202406,강서구,비관광,2530,89
202406,강서구,쇼핑업,8267,2182
202406,강서구,여가서비스업,6268,1021
202406,강서구,여행/숙박업,1349,341
202406,강서구,운송업,1287,140
202406,강서구,음식/주점,8930,2990
202406,강서구,음식료품,2048,938
202406,강서구,의료휄니스업,5390,815
202406,금정구,비관광,1066,38
202406,금정구,쇼핑업,5731,1730
202406,금정구,여가서비스업,4086,914
202406,금정구,여행/숙박업,1108,401
202406,금정구,운송업,576,96
202406,금정구,음식/주점,7132,2515
202406,금정구,음식료품,1672,815
202406,금정구,의료휄니스업,4722,778
202406,기장군,비관광,3802,141
202406,기장군,쇼핑업,14806,4023
202406,기장군,여가서비스업,10787,1924
202406,기장군,여행/숙박업,2162,655
202406,기장군,운송업,2212,344
202406,기장군,음식/주점,16106,5254
202406,기장군,음식료품,3669,1514
202406,기장군,의료휄니스업,9600,1606
202406,남구,비관광,1419,56
202406,남구,쇼핑업,7361,2097
202406,남구,여가서비스업,5405,1100
202406,남구,여행/숙박업,1542,567
202406,남구,운송업,853,137
202406,남구,음식/주점,8525,2937
202406,남구,음식료품,1975,938
202406,남구,의료휄니스업,6271,914
202406,동구,비관광,367,14
202406,동구,쇼핑업,3030,933
202406,동구,여가서비스업,2157,498
202406,동구,여행/숙박업,653,319
202406,동구,운송업,280,55
202406,동구,음식/주점,3804,1286
202406,동구,음식료품,803,358
202406,동구,의료휄니스업,2645,417
202406,동래구,비관광,2384,87
202406,동래구,쇼핑업,9835,2788
202406,동래구,여가서비스업,6861,1482
202406,동래구,여행/숙박업,1741,684
202406,동래구,운송업,947,164
202406,동래구,음식/주점,11781,4037
202406,동래구,음식료품,2708,1343
202406,동래구,의료휄니스업,8141,1257
202406,부산진구,비관광,1359,52
202406,부산진구,쇼핑업,8086,2475
202406,부산진구,여가서비스업,5541,1339
202406,부산진구,여행/숙박업,1599,736
202406,부산진구,운송업,790,143
202406,부산진구,음식/주점,10037,3452
202406,부산진구,음식료품,2202,1100
202406,부산진구,의료휄니스업,6522,1063
202406,북구,비관광,1741,68
202406,북구,쇼핑업,8684,2563
202406,북구,여가서비스업,6729,1485
202406,북구,여행/숙박업,1564,658
202406,북구,운송업,955,165
202406,북구,음식/주점,10812,3646
202406,북구,음식료품,2735,1421
202406,북구,의료휄니스업,7171,1171
202406,사상구,비관광,1052,40
202406,사상구,쇼핑업,7007,2293
202406,사상구,여가서비스업,5469,1231
202406,사상구,여행/숙박업,1300,671
202406,사상구,운송업,918,133
202406,사상구,음식/주점,9166,2992
202406,사상구,음식료품,2207,1016
202406,사상구,의료휄니스업,6056,1036
202406,사하구,비관광,1412,52
202406,사하구,쇼핑업,7820,2478
202406,사하구,여가서비스업,5754,1278
202406,사하구,여행/숙박업,1494,713
202406,사하구,운송업,994,137
202406,사하구,음식/주점,9860,3274
202406,사하구,음식료품,2286,1032
202406,사하구,의료휄니스업,6700,1162
202406,서구,비관광,546,17
202406,서구,쇼핑업,3345,965
202406,서구,여가서비스업,2226,525
202406,서구,여행/숙박업,739,378
202406,서구,운송업,308,50
202406,서구,음식/주점,4199,1384
202406,서구,음식료품,913,380
202406,서구,의료휄니스업,3410,474
202406,수영구,비관광,1412,50
202406,수영구,쇼핑업,8890,2472
202406,수영구,여가서비스업,5598,1218
202406,수영구,여행/숙박업,1689,614
202406,수영구,운송업,906,137
202406,수영구,음식/주점,10108,3499
202406,수영구,음식료품,2286,1079
202406,수영구,의료휄니스업,7270,1036
202406,연제구,비관광,1691,62
202406,연제구,쇼핑업,8179,2402
202406,연제구,여가서비스업,5489,1282
202406,연제구,여행/숙박업,1655,615
